orderid,subid,merid
"862502","881325","375"
"862504","881327","549"
"862505","881328","572"
"862505","881329","653"
"862505","881330","655"
"862506","881331","409"
"862508","881333","476"
"862508","881334","655"
"862509","881335","348"
"862509","881336","354"
"862509","881337","438"
"862509","881338","512"
"862509","881339","514"
"862510","881340","576"
"862510","881341","625"
"862511","881342","435"
"862512","881343","653"
"862512","881344","653"
"862513","881345","338"
"862513","881346","658"
"862514","881347","338"
"862515","881348","511"
"862516","881349","647"
"862517","881350","646"
"862518","881351","438"
"862518","881352","590"
"862518","881353","633"
"862518","881354","466"
"862520","881356","501"
"862521","881357","492"
"862521","881358","544"
"862521","881359","657"
"862522","881360","590"
"862524","881362","660"
"862526","881367","490"
"862526","881368","595"
"862527","881369","549"
"862528","881370","392"
"862528","881371","549"
"862530","881373","503"
"862530","881374","549"
"862530","881375","608"
"862530","881376","466"
"862531","881377","375"
"862533","881379","338"
"862533","881380","549"
"862533","881381","655"
"862534","881382","514"
"862535","881383","348"
"862535","881384","383"
"862535","881385","514"
"862535","881386","549"
"862535","881387","648"
"862536","881388","427"
"862536","881389","441"
"862536","881390","512"
"862536","881391","544"
"862536","881392","549"
"862536","881393","314"
"862536","881394","513"
"862536","881395","657"
"862537","881396","549"
"862538","881397","660"
"862539","881398","514"
"862539","881399","615"
"862539","881400","634"
"862539","881401","636"
"862540","881402","338"
"862540","881403","348"
"862540","881404","533"
"862541","881405","646"
"862541","881406","657"
"862542","881407","658"
"862543","881408","392"
"862543","881409","533"
"862543","881410","338"
"862544","881411","658"
"862545","881412","424"
"862545","881413","503"
"862545","881414","506"
"862545","881415","466"
"862546","881416","652"
"862547","881417","409"
"862547","881418","544"
"862547","881419","534"
"862547","881420","644"
"862547","881421","653"
"862548","881422","533"
"862549","881423","354"
"862549","881424","392"
"862549","881425","395"
"862549","881426","480"
"862549","881427","533"
"862550","881428","392"
"862551","881429","533"
"862552","881430","528"
"862553","881431","348"
"862553","881432","409"
"862553","881433","540"
"862553","881434","581"
"862553","881435","490"
"862553","881436","635"
"862555","881438","636"
"862556","881439","346"
"862557","881440","582"
"862559","881442","608"
"862560","881443","595"
"862561","881444","511"
"862563","881450","427"
"862564","881451","634"
"862566","881453","634"
"862567","881454","656"
"862568","881455","595"
"862569","881456","435"
"862570","881457","438"
"862570","881458","485"
"862572","881460","608"
"862573","881461","348"
"862573","881462","492"
"862576","881465","314"
"862577","881466","557"
"862577","881467","435"
"862577","881468","625"
"862577","881469","635"
"862578","881470","646"
"862579","881471","595"
"862580","881472","480"
"862580","881473","501"
"862580","881474","503"
"862580","881475","540"
"862580","881476","577"
"862580","881477","595"
"862580","881478","651"
"862580","881479","657"
"862581","881480","427"
"862582","881481","557"
"862583","881482","439"
"862583","881483","506"
"862583","881484","660"
"862584","881485","314"
"862585","881486","659"
"862587","881488","435"
"862587","881489","503"
"862587","881490","552"
"862587","881491","651"
"862587","881492","656"
"862588","881493","652"
"862589","881494","549"
"862590","881495","338"
"862591","881496","338"
"862592","881497","511"
"862592","881498","528"
"862592","881499","544"
"862592","881500","629"
"862592","881501","652"
"862592","881502","660"
"862593","881503","480"
"862594","881504","563"
"862595","881505","492"
"862595","881506","514"
"862596","881507","375"
"862598","881509","466"
"862598","881510","660"
"862600","881512","348"
"862601","881513","595"
"862602","881514","595"
"862603","881515","375"
"862603","881516","615"
"862603","881517","634"
"862603","881518","635"
"862603","881519","656"
"862604","881520","506"
"862605","881521","338"
"862605","881522","590"
"862607","881525","563"
"862609","881527","552"
"862611","881529","502"
"862612","881530","405"
"862612","881531","528"
"862612","881532","595"
"862612","881533","633"
"862612","881534","651"
"862613","881535","385"
"862614","881536","595"
"862615","881537","409"
"862616","881538","634"
"862616","881539","652"
"862617","881540","338"
"862617","881541","385"
"862617","881542","394"
"862617","881543","512"
"862617","881544","561"
"862617","881545","513"
"862618","881546","354"
"862618","881547","354"
"862619","881548","385"
"862621","881550","405"
"862621","881551","375"
"862621","881552","517"
"862621","881553","577"
"862621","881554","660"
"862623","881556","348"
"862624","881557","572"
"862624","881558","630"
"862624","881559","653"
"862624","881560","653"
"862625","881561","653"
"862625","881562","653"
"862627","881564","438"
"862627","881565","446"
"862627","881566","660"
"862628","881567","375"
"862628","881568","512"
"862628","881569","625"
"862628","881570","656"
"862629","881571","657"
"862630","881572","348"
"862630","881573","392"
"862630","881574","511"
"862630","881575","540"
"862630","881576","480"
"862631","881577","544"
"862634","881580","488"
"862634","881581","503"
"862634","881582","595"
"862634","881583","660"
"862635","881584","348"
"862636","881585","549"
"862637","881586","492"
"862638","881587","314"
"862638","881588","577"
"862638","881589","647"
"862638","881590","653"
"862639","881591","338"
"862639","881592","549"
"862639","881593","552"
"862639","881594","649"
"862641","881597","348"
"862642","881598","492"
"862642","881599","501"
"862642","881600","539"
"862642","881601","595"
"862643","881602","354"
"862643","881603","539"
"862643","881604","625"
"862643","881605","635"
"862644","881606","338"
"862644","881607","608"
"862645","881608","528"
"862645","881609","595"
"862646","881610","616"
"862647","881611","577"
"862647","881612","608"
"862647","881613","653"
"862647","881614","652"
"862649","881617","646"
"862651","881619","348"
"862651","881620","564"
"862651","881621","656"
"862652","881622","392"
"862652","881623","501"
"862652","881624","549"
"862652","881625","314"
"862652","881626","647"
"862652","881627","658"
"862652","881628","659"
"862653","881629","563"
"862654","881630","512"
"862654","881631","511"
"862654","881632","642"
"862656","881634","534"
"862656","881635","578"
"862656","881636","490"
"862657","881637","338"
"862657","881638","549"
"862658","881639","435"
"862659","881640","338"
"862660","881641","424"
"862660","881642","441"
"862662","881647","655"
"862663","881648","595"
"862664","881649","502"
"862664","881650","549"
"862664","881651","435"
"862664","881652","590"
"862664","881653","651"
"862665","881654","348"
"862666","881655","634"
"862667","881656","314"
"862668","881657","476"
"862668","881658","514"
"862668","881659","540"
"862668","881660","660"
"862669","881661","480"
"862670","881662","392"
"862670","881663","492"
"862670","881664","506"
"862670","881665","533"
"862670","881666","595"
"862672","881668","563"
"862674","881671","595"
"862675","881672","435"
"862676","881673","533"
"862677","881674","653"
"862678","881675","424"
"862678","881676","427"
"862678","881677","534"
"862678","881678","642"
"862679","881679","651"
"862680","881680","506"
"862681","881681","375"
"862681","881682","633"
"862681","881683","635"
"862681","881684","655"
"862682","881685","435"
"862683","881686","528"
"862684","881687","348"
"862684","881688","514"
"862685","881689","438"
"862685","881690","514"
"862685","881691","592"
"862685","881692","592"
"862687","881694","392"
"862688","881695","528"
"862690","881697","438"
"862691","881698","564"
"862692","881699","348"
"862692","881700","514"
"862692","881701","653"
"862692","881702","655"
"862693","881703","595"
"862693","881704","502"
"862694","881705","615"
"862695","881706","375"
"862697","881708","354"
"862697","881709","552"
"862697","881710","563"
"862697","881711","651"
"862697","881712","660"
"862698","881713","561"
"862698","881714","490"
"862698","881715","616"
"862698","881716","625"
"862698","881717","635"
"862698","881718","653"
"862698","881719","657"
"862700","881721","514"
"862702","881723","549"
"862703","881724","338"
"862703","881725","563"
"862703","881726","647"
"862703","881727","656"
"862704","881728","383"
"862704","881729","435"
"862704","881730","441"
"862705","881731","657"
"862706","881732","573"
"862707","881733","657"
"862708","881734","646"
"862709","881735","549"
"862709","881736","435"
"862710","881737","492"
"862710","881738","503"
"862710","881739","512"
"862710","881740","539"
"862710","881741","657"
"862711","881742","492"
"862711","881743","512"
"862711","881744","595"
"862711","881745","656"
"862712","881746","392"
"862712","881747","405"
"862712","881748","503"
"862714","881750","511"
"862716","881753","314"
"862716","881754","636"
"862716","881755","656"
"862717","881756","549"
"862717","881757","634"
"862718","881758","348"
"862719","881759","492"
"862719","881760","528"
"862720","881761","424"
"862721","881762","503"
"862722","881763","658"
"862723","881764","647"
"862725","881766","647"
"862726","881767","595"
"862728","881769","492"
"862729","881770","573"
"862730","881771","533"
"862731","881772","354"
"862732","881773","647"
"862734","881776","348"
"862734","881777","544"
"862734","881778","534"
"862734","881779","657"
"862734","881780","658"
"862735","881781","338"
"862735","881782","348"
"862735","881783","392"
"862735","881784","651"
"862737","881786","338"
"862737","881787","549"
"862738","881788","435"
"862739","881789","338"
"862740","881790","642"
"862742","881792","635"
"862743","881793","439"
"862743","881794","441"
"862743","881795","595"
"862743","881796","635"
"862743","881797","652"
"862744","881798","623"
"862745","881799","514"
"862746","881800","564"
"862746","881801","595"
"862747","881802","512"
"862749","881806","492"
"862749","881807","511"
"862749","881808","549"
"862749","881809","590"
"862749","881810","629"
"862749","881811","653"
"862752","881814","354"
"862753","881815","629"
"862757","881819","392"
"862757","881820","466"
"862758","881821","506"
"862759","881822","534"
"862759","881823","534"
"862759","881824","534"
"862762","881828","338"
"862762","881829","492"
"862762","881830","511"
"862762","881831","528"
"862762","881832","549"
"862762","881833","656"
"862763","881834","646"
"862764","881835","572"
"862765","881836","528"
"862766","881837","506"
"862766","881838","506"
"862766","881839","595"
"862767","881840","375"
"862767","881841","615"
"862767","881842","657"
"862767","881843","658"
"862768","881844","646"
"862769","881845","314"
"862770","881846","647"
"862771","881847","590"
"862771","881848","647"
"862772","881849","348"
"862773","881850","646"
"862775","881852","435"
"862776","881853","657"
"862777","881854","634"
"862777","881855","652"
"862778","881856","314"
"862779","881857","348"
"862780","881858","549"
"862780","881859","552"
"862780","881860","435"
"862781","881861","595"
"862785","881865","646"
"862786","881866","549"
"862786","881867","338"
"862787","881868","646"
"862788","881869","528"
"862790","881871","405"
"862790","881872","565"
"862792","881876","659"
"862793","881877","348"
"862793","881878","492"
"862793","881879","528"
"862793","881880","534"
"862793","881881","577"
"862793","881882","660"
"862794","881883","338"
"862794","881884","512"
"862794","881885","564"
"862795","881886","492"
"862795","881887","540"
"862796","881888","563"
"862796","881889","635"
"862796","881890","660"
"862797","881891","476"
"862798","881892","338"
"862798","881894","501"
"862798","881895","564"
"862798","881896","595"
"862799","881893","528"
"862800","881897","375"
"862800","881898","338"
"862801","881899","427"
"862801","881900","375"
"862801","881901","616"
"862801","881902","595"
"862801","881903","629"
"862801","881904","634"
"862802","881905","511"
"862803","881906","625"
"862804","881907","476"
"862804","881908","514"
"862804","881909","635"
"862804","881910","655"
"862806","881916","435"
"862807","881917","435"
"862808","881918","405"
"862811","881921","528"
"862812","881922","647"
"862813","881923","552"
"862813","881924","633"
"862813","881925","656"
"862814","881926","595"
"862816","881928","503"
"862816","881929","506"
"862817","881930","348"
"862818","881931","534"
"862818","881932","549"
"862819","881933","657"
"862820","881934","646"
"862821","881935","528"
"862821","881936","653"
"862822","881937","657"
"862823","881938","492"
"862824","881939","501"
"862825","881940","383"
"862825","881941","533"
"862825","881942","651"
"862825","881943","653"
"862825","881944","660"
"862826","881945","549"
"862826","881946","647"
"862828","881948","502"
"862828","881949","506"
"862828","881950","528"
"862828","881951","466"
"862828","881952","549"
"862828","881953","552"
"862828","881954","561"
"862828","881955","656"
"862829","881956","435"
"862830","881957","338"
"862830","881958","514"
"862830","881959","549"
"862830","881960","314"
"862831","881961","595"
"862832","881962","427"
"862832","881963","492"
"862832","881964","506"
"862832","881965","506"
"862835","881973","534"
"862836","881975","646"
"862837","881976","544"
"862837","881977","513"
"862839","881985","346"
"862840","881986","539"
"862840","881987","647"
"862842","881991","392"
"862842","881992","405"
"862842","881993","512"
"862842","881994","592"
"862842","881995","635"
"862844","881997","634"
"862845","881998","655"
"862845","881999","652"
"862846","882000","338"
"862847","882001","658"
"862848","882002","375"
"862848","882003","514"
"862848","882004","563"
"862848","882005","572"
"862849","882006","549"
"862850","882007","634"
"862851","882008","375"
"862851","882009","528"
"862851","882010","577"
"862852","882011","549"
"862853","882012","646"
"862854","882013","633"
"862854","882014","655"
"862855","882015","657"
"862858","882022","492"
"862859","882023","492"
"862860","882024","512"
"862861","882025","314"
"862861","882026","392"
"862861","882027","503"
"862861","882028","595"
"862861","882029","652"
"862862","882030","658"
"862864","882036","539"
"862864","882037","466"
"862865","882038","533"
"862865","882039","314"
"862865","882040","338"
"862865","882041","608"
"862865","882042","651"
"862865","882043","657"
"862866","882044","623"
"862867","882045","348"
"862867","882046","375"
"862867","882047","564"
"862867","882048","629"
"862869","882051","552"
"862870","882052","511"
"862870","882053","517"
"862870","882054","608"
"862870","882055","595"
"862871","882056","533"
"862872","882057","506"
"862872","882058","623"
"862872","882059","634"
"862873","882060","511"
"862875","882062","512"
"862876","882063","577"
"862877","882064","476"
"862877","882065","528"
"862878","882066","565"
"862879","882067","595"
"862879","882068","656"
"862880","882069","652"
"862880","882070","392"
"862881","882071","564"
"862881","882072","660"
"862882","882073","385"
"862883","882074","506"
"862884","882075","346"
"862884","882076","492"
"862884","882077","375"
"862885","882078","660"
"862886","882079","514"
"862886","882080","549"
"862886","882081","652"
"862886","882082","656"
"862887","882083","549"
"862888","882085","563"
"862889","882086","338"
"862890","882088","338"
"862891","882089","395"
"862891","882090","492"
"862891","882091","314"
"862891","882092","634"
"862891","882093","653"
"862891","882094","653"
"862891","882095","658"
"862892","882098","417"
"862892","882099","501"
"862892","882100","514"
"862892","882101","549"
"862893","882102","427"
"862894","882103","657"
"862895","882104","427"
"862895","882105","533"
"862895","882106","557"
"862896","882107","616"
"862897","882108","462"
"862900","882113","658"
"862901","882114","658"
"862902","882115","572"
"862902","882116","608"
"862902","882117","660"
"862906","882125","646"
"862907","882126","383"
"862907","882127","485"
"862907","882128","549"
"862908","882129","492"
"862908","882130","549"
"862908","882131","629"
"862908","882132","634"
"862908","882133","659"
"862909","882134","646"
"862910","882135","544"
"862911","882136","656"
"862912","882137","476"
"862912","882138","512"
"862912","882139","466"
"862914","882141","544"
"862915","882142","647"
"862916","882143","348"
"862916","882144","513"
"862916","882145","490"
"862917","882146","625"
"862917","882147","655"
"862920","882150","634"
"862921","882151","462"
"862922","882152","392"
"862922","882153","506"
"862922","882154","595"
"862922","882155","635"
"862922","882156","635"
"862923","882157","492"
"862923","882158","653"
"862923","882159","338"
"862924","882160","338"
"862924","882161","514"
"862924","882162","544"
"862925","882163","427"
"862926","882164","383"
"862926","882165","427"
"862926","882166","595"
"862926","882167","629"
"862928","882169","385"
"862928","882170","517"
"862929","882171","647"
"862930","882172","492"
"862931","882173","512"
"862932","882174","506"
"862932","882175","660"
"862933","882176","424"
"862933","882177","528"
"862933","882178","660"
"862934","882179","634"
"862935","882180","481"
"862935","882181","375"
"862935","882182","549"
"862935","882183","608"
"862935","882184","657"
"862935","882185","658"
"862936","882186","392"
"862936","882187","533"
"862936","882188","655"
"862937","882189","564"
"862938","882190","634"
"862939","882191","595"
"862941","882193","586"
"862942","882194","409"
"862942","882195","427"
"862942","882196","540"
"862942","882197","552"
"862942","882198","563"
"862943","882199","603"
"862943","882200","633"
"862944","882201","502"
"862944","882202","549"
"862944","882203","572"
"862944","882204","577"
"862945","882205","314"
"862946","882206","392"
"862946","882207","503"
"862946","882208","533"
"862946","882209","561"
"862947","882210","435"
"862948","882211","338"
"862948","882212","354"
"862948","882213","549"
"862948","882214","656"
"862948","882215","657"
"862949","882216","405"
"862950","882217","539"
"862951","882218","511"
"862951","882219","647"
"862954","882222","634"
"862954","882223","658"
"862954","882224","659"
"862955","882225","435"
"862956","882226","549"
"862956","882227","652"
"862957","882228","427"
"862957","882229","540"
"862957","882230","549"
"862957","882231","572"
"862957","882232","633"
"862960","882235","658"
"862962","882237","657"
"862963","882238","577"
"862965","882240","348"
"862965","882241","660"
"862967","882243","348"
"862967","882244","514"
"862968","882245","338"
"862968","882246","392"
"862968","882247","503"
"862968","882248","514"
"862968","882249","533"
"862968","882250","544"
"862968","882251","314"
"862968","882252","625"
"862968","882253","633"
"862968","882254","660"
"862970","882256","392"
"862971","882257","514"
"862972","882258","635"
"862973","882259","492"
"862973","882260","539"
"862973","882261","577"
"862973","882262","586"
"862973","882263","653"
"862973","882264","653"
"862973","882265","659"
"862974","882266","634"
"862975","882267","394"
"862976","882268","435"
"862977","882269","375"
"862979","882276","392"
"862979","882277","503"
"862979","882278","552"
"862979","882279","314"
"862979","882280","561"
"862979","882282","608"
"862979","882283","634"
"862980","882281","383"
"862980","882284","506"
"862980","882285","534"
"862980","882286","623"
"862980","882287","595"
"862980","882288","635"
"862982","882291","658"
"862983","882292","586"
"862984","882293","636"
"862985","882294","511"
"862985","882295","634"
"862985","882296","642"
"862985","882297","656"
"862988","882300","348"
"862988","882301","512"
"862988","882302","592"
"862988","882303","625"
"862989","882304","348"
"862990","882305","656"
"862991","882306","480"
"862991","882307","480"
"862992","882308","503"
"862992","882309","565"
"862992","882310","635"
"862992","882311","635"
"862993","882312","634"
"862994","882313","653"
"862995","882314","385"
"862996","882315","375"
"862998","882318","656"
"862999","882319","385"
"863000","882320","490"
"863000","882321","651"
"863001","882322","314"
"863001","882323","506"
"863001","882324","512"
"863001","882325","514"
"863001","882326","517"
"863002","882327","480"
"863002","882328","490"
"863002","882329","647"
"863002","882330","651"
"863003","882331","549"
"863004","882332","512"
"863004","882333","514"
"863004","882334","539"
"863004","882335","577"
"863004","882336","513"
"863006","882338","501"
"863007","882339","395"
"863007","882340","503"
"863007","882341","517"
"863007","882342","561"
"863008","882343","655"
"863009","882344","528"
"863010","882345","314"
"863011","882346","514"
"863011","882347","514"
"863012","882348","512"
"863012","882349","534"
"863012","882350","577"
"863012","882351","581"
"863012","882352","590"
"863012","882353","635"
"863013","882354","629"
"863014","882355","528"
"863014","882356","577"
"863017","882359","512"
"863017","882360","564"
"863017","882361","595"
"863017","882362","634"
"863017","882363","635"
"863017","882364","635"
"863017","882365","653"
"863019","882367","656"
"863020","882368","385"
"863020","882369","590"
"863020","882370","608"
"863021","882371","576"
"863021","882372","592"
"863021","882373","592"
"863022","882374","528"
"863022","882375","533"
"863022","882376","577"
"863022","882377","635"
"863022","882378","660"
"863023","882379","517"
"863023","882380","544"
"863023","882381","435"
"863023","882382","629"
"863023","882383","629"
"863023","882384","647"
"863025","882386","528"
"863026","882387","338"
"863027","882388","656"
"863028","882389","354"
"863029","882390","634"
"863030","882391","338"
"863030","882392","552"
"863030","882393","623"
"863030","882394","629"
"863030","882395","636"
"863030","882396","656"
"863032","882398","656"
"863033","882399","392"
"863033","882400","503"
"863033","882401","528"
"863034","882402","512"
"863035","882403","646"
"863036","882404","512"
"863036","882405","577"
"863037","882406","314"
"863037","882407","634"
"863038","882408","338"
"863038","882409","549"
"863039","882410","348"
"863040","882411","564"
"863040","882412","634"
"863040","882413","657"
"863040","882414","660"
"863040","882415","659"
"863041","882416","656"
"863042","882417","314"
"863043","882418","492"
"863043","882419","577"
"863044","882420","338"
"863044","882421","647"
"863044","882422","652"
"863045","882423","592"
"863045","882424","625"
"863045","882425","657"
"863045","882426","660"
"863046","882427","424"
"863046","882428","314"
"863046","882429","590"
"863046","882430","652"
"863047","882431","634"
"863047","882432","634"
"863047","882433","634"
"863047","882434","658"
"863048","882435","462"
"863048","882436","544"
"863049","882437","476"
"863049","882438","577"
"863050","882439","552"
"863050","882440","590"
"863050","882441","634"
"863050","882442","647"
"863050","882443","656"
"863051","882444","634"
"863052","882445","481"
"863052","882446","581"
"863052","882447","657"
"863053","882448","651"
"863054","882449","383"
"863055","882450","657"
"863056","882451","646"
"863057","882452","383"
"863057","882453","652"
"863059","882455","658"
"863060","882456","427"
"863061","882457","634"
"863062","882458","595"
"863063","882459","438"
"863063","882460","512"
"863063","882461","514"
"863063","882462","533"
"863063","882463","314"
"863065","882468","549"
"863066","882469","511"
"863067","882470","634"
"863068","882471","392"
"863068","882472","528"
"863068","882473","533"
"863069","882474","630"
"863070","882475","338"
"863071","882476","492"
"863071","882477","517"
"863071","882478","549"
"863071","882479","566"
"863071","882480","651"
"863072","882481","647"
"863073","882482","658"
"863075","882484","492"
"863077","882486","595"
"863078","882487","653"
"863079","882488","647"
"863080","882489","395"
"863081","882490","385"
"863081","882491","476"
"863081","882492","540"
"863081","882493","623"
"863082","882494","338"
"863082","882495","595"
"863082","882496","629"
"863083","882497","616"
"863084","882498","595"
"863086","882500","481"
"863086","882501","512"
"863087","882502","549"
"863088","882503","338"
"863088","882504","338"
"863089","882505","392"
"863089","882506","503"
"863090","882507","657"
"863091","882508","338"
"863092","882509","392"
"863092","882510","511"
"863092","882511","314"
"863092","882512","566"
"863093","882513","375"
"863093","882514","533"
"863093","882515","655"
"863094","882516","634"
"863096","882518","652"
"863096","882519","658"
"863097","882520","528"
"863098","882521","338"
"863098","882522","435"
"863098","882523","462"
"863098","882524","549"
"863098","882525","608"
"863098","882526","633"
"863098","882527","660"
"863101","882530","462"
"863101","882531","502"
"863101","882532","549"
"863101","882533","563"
"863101","882534","656"
"863101","882535","660"
"863102","882536","405"
"863105","882542","563"
"863106","882543","314"
"863106","882544","608"
"863107","882545","506"
"863107","882546","577"
"863108","882547","565"
"863109","882548","533"
"863109","882549","595"
"863109","882550","629"
"863109","882551","635"
"863109","882552","635"
"863109","882553","653"
"863110","882554","517"
"863111","882555","348"
"863111","882556","375"
"863111","882557","490"
"863111","882558","634"
"863111","882559","658"
"863112","882560","512"
"863112","882561","564"
"863112","882562","634"
"863112","882563","647"
"863113","882564","338"
"863115","882566","511"
"863116","882567","348"
"863116","882568","375"
"863117","882569","652"
"863118","882570","514"
"863118","882571","561"
"863119","882572","646"
"863120","882573","592"
"863120","882574","653"
"863120","882575","653"
"863122","882577","595"
"863124","882579","655"
"863125","882580","623"
"863126","882581","625"
"863127","882582","338"
"863128","882583","549"
"863129","882584","512"
"863129","882585","514"
"863130","882586","435"
"863130","882587","653"
"863130","882588","657"
"863131","882589","595"
"863131","882590","659"
"863133","882592","534"
"863133","882593","534"
"863134","882594","314"
"863134","882595","544"
"863134","882596","563"
"863134","882597","608"
"863134","882598","634"
"863135","882599","503"
"863136","882600","435"
"863137","882601","354"
"863138","882602","409"
"863138","882603","544"
"863139","882604","492"
"863139","882605","595"
"863140","882606","573"
"863140","882607","586"
"863140","882608","629"
"863140","882609","652"
"863141","882610","392"
"863141","882611","503"
"863142","882612","651"
"863143","882613","375"
"863143","882614","629"
"863143","882615","466"
"863143","882616","647"
"863144","882617","481"
"863144","882618","512"
"863144","882619","563"
"863144","882620","577"
"863144","882621","623"
"863145","882622","438"
"863145","882623","512"
"863145","882624","561"
"863145","882625","565"
"863145","882626","581"
"863145","882627","513"
"863146","882628","653"
"863147","882629","549"
"863147","882630","435"
"863148","882631","533"
"863148","882632","314"
"863149","882633","646"
"863150","882634","435"
"863152","882639","595"
"863153","882640","646"
"863154","882641","512"
"863155","882642","441"
"863156","882643","338"
"863159","882646","660"
"863160","882647","549"
"863160","882648","563"
"863160","882649","573"
"863160","882650","595"
"863161","882651","511"
"863162","882652","582"
"863163","882653","634"
"863164","882654","528"
"863165","882655","512"
"863165","882656","314"
"863165","882657","634"
"863165","882658","513"
"863166","882659","634"
"863166","882660","634"
"863167","882661","338"
"863169","882663","646"
"863170","882664","514"
"863170","882665","657"
"863170","882666","634"
"863171","882667","511"
"863172","882668","314"
"863172","882669","652"
"863173","882670","646"
"863174","882671","595"
"863175","882672","354"
"863176","882673","582"
"863177","882674","462"
"863177","882675","503"
"863177","882676","635"
"863178","882677","394"
"863178","882678","517"
"863178","882679","647"
"863178","882680","657"
"863179","882681","338"
"863179","882682","441"
"863179","882683","623"
"863180","882684","338"
"863180","882685","651"
"863181","882686","348"
"863182","882687","647"
"863183","882688","533"
"863184","882689","512"
"863184","882690","514"
"863185","882691","634"
"863187","882696","653"
"863187","882697","656"
"863188","882698","549"
"863189","882699","503"
"863189","882700","512"
"863189","882701","540"
"863189","882702","623"
"863192","882705","492"
"863192","882706","528"
"863192","882707","595"
"863192","882708","653"
"863193","882709","435"
"863194","882710","348"
"863194","882711","446"
"863194","882712","549"
"863195","882713","577"
"863195","882714","615"
"863195","882715","635"
"863195","882716","646"
"863197","882718","392"
"863197","882719","492"
"863197","882720","503"
"863197","882721","528"
"863198","882722","348"
"863198","882723","514"
"863198","882724","514"
"863199","882725","549"
"863200","882726","625"
"863201","882727","528"
"863202","882728","544"
"863203","882729","533"
"863204","882730","656"
"863205","882731","409"
"863205","882732","511"
"863205","882733","534"
"863205","882734","314"
"863205","882735","659"
"863206","882736","338"
"863206","882737","314"
"863206","882738","573"
"863206","882739","656"
"863207","882740","544"
"863208","882741","595"
"863208","882742","566"
"863209","882743","557"
"863211","882745","647"
"863212","882746","625"
"863213","882747","348"
"863214","882748","634"
"863215","882749","405"
"863216","882750","348"
"863216","882751","485"
"863217","882752","338"
"863218","882753","636"
"863219","882754","514"
"863220","882755","480"
"863221","882756","652"
"863222","882757","549"
"863222","882758","552"
"863222","882759","590"
"863222","882760","513"
"863222","882761","653"
"863223","882762","338"
"863223","882763","462"
"863223","882764","634"
"863223","882765","582"
"863224","882766","348"
"863225","882767","405"
"863226","882768","633"
"863227","882769","646"
"863228","882770","338"
"863229","882771","512"
"863229","882772","655"
"863230","882773","512"
"863230","882774","528"
"863230","882775","577"
"863230","882776","660"
"863231","882777","338"
"863231","882778","528"
"863231","882779","533"
"863231","882780","549"
"863231","882781","595"
"863231","882782","642"
"863232","882783","653"
"863233","882784","409"
"863233","882785","544"
"863233","882786","595"
"863233","882787","566"
"863234","882788","552"
"863234","882789","338"
"863234","882790","566"
"863234","882791","634"
"863235","882792","492"
"863235","882793","634"
"863235","882794","653"
"863235","882795","653"
"863235","882796","655"
"863236","882797","348"
"863236","882798","512"
"863236","882799","577"
"863236","882800","625"
"863238","882802","549"
"863239","882803","385"
"863240","882804","528"
"863241","882805","348"
"863241","882806","511"
"863241","882807","630"
"863242","882808","595"
"863243","882809","492"
"863243","882810","533"
"863243","882811","595"
"863243","882812","652"
"863244","882813","392"
"863244","882814","517"
"863244","882815","595"
"863244","882816","635"
"863244","882817","635"
"863244","882818","660"
"863245","882819","651"
"863247","882821","533"
"863247","882822","552"
"863247","882823","435"
"863247","882824","634"
"863247","882825","633"
"863247","882826","513"
"863248","882827","590"
"863248","882828","634"
"863248","882829","647"
"863248","882830","657"
"863250","882832","658"
"863251","882833","655"
"863252","882834","392"
"863252","882835","595"
"863252","882836","625"
"863252","882837","642"
"863253","882838","348"
"863254","882839","383"
"863254","882840","395"
"863254","882841","557"
"863254","882842","656"
"863255","882843","405"
"863255","882844","501"
"863255","882845","528"
"863256","882846","348"
"863256","882847","383"
"863256","882848","577"
"863256","882849","634"
"863258","882851","646"
"863259","882852","338"
"863259","882853","652"
"863260","882854","392"
"863260","882855","375"
"863260","882856","552"
"863260","882857","651"
"863260","882858","660"
"863261","882859","629"
"863261","882860","660"
"863262","882861","383"
"863263","882862","338"
"863264","882863","633"
"863265","882864","385"
"863266","882865","549"
"863266","882866","338"
"863267","882867","405"
"863267","882868","514"
"863268","882869","533"
"863269","882870","544"
"863270","882871","646"
"863271","882872","481"
"863271","882873","481"
"863272","882874","647"
"863273","882875","512"
"863274","882876","511"
"863276","882878","338"
"863278","882880","405"
"863278","882881","409"
"863278","882883","511"
"863278","882884","528"
"863278","882885","635"
"863281","882888","492"
"863283","882890","427"
"863284","882891","492"
"863284","882892","595"
"863284","882893","566"
"863284","882894","651"
"863286","882896","534"
"863288","882898","549"
"863289","882899","656"
"863290","882900","427"
"863291","882901","656"
"863292","882902","375"
"863294","882904","534"
"863295","882905","338"
"863295","882906","633"
"863296","882907","595"
"863297","882908","385"
"863298","882909","392"
"863298","882910","608"
"863298","882911","636"
"863298","882912","647"
"863299","882913","634"
"863301","882915","338"
"863303","882917","512"
"863303","882918","655"
"863303","882919","660"
"863304","882920","533"
"863305","882921","652"
"863307","882923","557"
"863308","882924","438"
"863309","882925","646"
"863310","882926","348"
"863310","882927","354"
"863311","882928","435"
"863312","882929","590"
"863313","882930","623"
"863314","882931","646"
"863315","882932","572"
"863315","882933","657"
"863316","882934","405"
"863316","882935","656"
"863317","882936","646"
"863318","882937","314"
"863318","882938","656"
"863319","882939","501"
"863319","882940","647"
"863320","882941","424"
